     3.400     3.750     1.250     2.143     0.946     0.054     1.000
     2.000     2.000     2.500     2.250     0.747     0.253     1.000
     3.400     3.800     1.000     1.250     0.955     0.045     1.000
     2.800     4.000     2.000     2.000     0.779     0.221     1.000
     2.000     3.000     1.000     1.750     0.754     0.246     1.000
     2.600     3.000     2.000     2.000     0.937     0.063     1.000
     3.500     2.800     2.000     3.286     0.736     0.264     1.000
     2.200     3.000     2.000     2.000     0.902     0.098     1.000
     1.000     2.600     1.500     1.857     0.286     0.714     2.000
     3.000     3.000     1.750     1.500     0.940     0.060     1.000
     2.200     1.000     3.250     1.250     0.004     0.996     2.000
     3.800     3.600     4.000     2.000     0.009     0.991     2.000
     2.000     3.000     3.000     2.000     0.536     0.464     1.000
     3.000     3.000     2.000     2.000     0.943     0.057     1.000
     3.400     3.000     1.000     1.250     0.841     0.159     1.000
     2.000     3.000     1.000     2.000     0.744     0.256     1.000
     1.000     2.200     2.500     2.286     0.424     0.576     2.000
     1.000     1.200     1.000     3.500     0.003     0.997     2.000
     2.400     3.600     2.000     1.875     0.840     0.160     1.000
     1.000     2.000     3.000     3.000     0.317     0.683     2.000
     1.000     1.000     4.000     4.000     0.029     0.971     2.000
     2.600     2.200     2.000     1.875     0.778     0.222     1.000
     4.000     3.000     2.250     1.000     0.636     0.364     1.000
         *     2.400         *         *     0.652     0.348     1.000
     3.800     3.600     1.000     1.000     0.935     0.065     1.000
     2.800     4.000     1.000     2.000     0.847     0.153     1.000
     3.000     4.000     1.000     1.000     0.923     0.077     1.000
     3.000     3.000     2.000     1.875     0.943     0.057     1.000
     3.000     2.600     2.000     2.000     0.895     0.105     1.000
     2.800     3.000     2.000     3.125     0.869     0.131     1.000
     2.600     2.800     2.000     2.000     0.930     0.070     1.000
     4.000     3.400     3.000     2.000     0.521     0.479     1.000
     2.000     2.600     1.750     2.625     0.840     0.160     1.000
     3.200     3.000     1.000     1.000     0.837     0.163     1.000
     3.000     2.400     2.000     2.375     0.833     0.167     1.000
     2.200     2.600     1.000     1.000     0.584     0.416     1.000
     2.500     2.600     2.000     2.125     0.912     0.088     1.000
     3.400     3.800     2.000     2.625     0.874     0.126     1.000
     2.600     3.200     1.000     3.000     0.719     0.281     1.000
     3.000     3.000     2.000     2.000     0.943     0.057     1.000
     2.800     3.000     2.000     1.750     0.941     0.059     1.000
     3.000     3.000     1.000     2.000     0.885     0.115     1.000
     2.800     3.000     2.000     2.250     0.939     0.061     1.000
         *     2.800         *         *     0.764     0.236     1.000
     2.800     2.600     1.750     1.000     0.801     0.199     1.000
     2.000     3.000     2.250     1.625     0.826     0.174     1.000
         *     2.200         *         *     0.560     0.440     1.000
     4.000     1.000     2.000     2.750     0.000     1.000     2.000
     1.400     2.200     1.500     1.000     0.286     0.714     2.000
     3.000     2.800     2.000     3.143     0.857     0.143     1.000
     1.400     1.600     3.500     2.500     0.242     0.758     2.000
     2.400     2.400     2.000     2.000     0.875     0.125     1.000
     3.000     3.000     2.000     2.750     0.917     0.083     1.000
     2.800     2.600     2.250     3.000     0.863     0.137     1.000
     3.400     1.200     3.000     2.250     0.002     0.998     2.000
     2.000     3.000     2.000     2.000     0.862     0.138     1.000
     3.400     4.000     2.500     1.429     0.753     0.247     1.000
     3.200     3.000     1.750     1.750     0.940     0.060     1.000
     3.200     3.000     2.000     2.000     0.939     0.061     1.000
     2.600     2.200     2.000     2.375     0.804     0.196     1.000
     3.600     2.800     1.000     2.375     0.652     0.348     1.000
     3.400     2.000     2.750     3.625     0.177     0.823     2.000
     2.800     3.000     2.000     2.375     0.936     0.064     1.000
     1.000     1.000     3.250     2.625     0.092     0.908     2.000
     2.200     3.400     1.250     3.625     0.258     0.742     2.000
     2.600     3.000     2.000     2.750     0.907     0.093     1.000
     2.600     4.000     2.000     1.000     0.703     0.297     1.000
     2.800     3.000     2.000     1.875     0.942     0.058     1.000
         *         *     2.000     1.250     0.804     0.196     1.000
     2.200     2.600     2.000     1.000     0.785     0.215     1.000
     2.200     2.800     2.000     2.000     0.906     0.094     1.000
     3.000     2.600     2.000     2.000     0.895     0.105     1.000
     2.250     3.200     2.000     2.000     0.891     0.109     1.000
     1.000     1.600     1.750         *     0.154     0.846     2.000
     2.600     1.000     1.500     2.375     0.001     0.999     2.000
     1.600     2.400     2.000     2.000     0.761     0.239     1.000
     3.500     2.800     2.250     2.000     0.865     0.135     1.000
     3.400     2.800     1.750     2.125     0.893     0.107     1.000
     1.800     3.000         *     2.500     0.618     0.382     1.000
     3.000     3.000     2.000     1.875     0.943     0.057     1.000
     2.400     2.800     2.750     2.375     0.837     0.163     1.000
     4.800     2.800     1.500     2.500     0.073     0.927     2.000
     2.800     2.800     2.000     1.375     0.910     0.090     1.000
     2.600     2.000     1.000     1.750     0.177     0.823     2.000
     3.000     3.000     4.000     2.000     0.046     0.954     2.000
     2.800     2.600     2.000     2.000     0.907     0.093     1.000
     1.400     2.000     2.750     2.125     0.572     0.428     1.000
         *         *     1.000         *     0.722     0.278     1.000
     3.000     2.800     2.000     2.000     0.928     0.072     1.000
     2.600     2.000     2.750     2.750     0.673     0.327     1.000
     2.600     3.000     3.000     1.875     0.724     0.276     1.000
     3.200     2.400     2.000     2.143     0.785     0.215     1.000
     3.000     3.000     2.500     1.500     0.886     0.114     1.000
     3.000     2.000     2.000     4.000     0.189     0.811     2.000
     4.400     1.400     4.000     2.375     0.000     1.000     2.000
     3.000     2.600     2.000     2.375     0.894     0.106     1.000
     2.600     3.000     2.000     2.500     0.924     0.076     1.000
     2.400     3.200     1.000     2.375     0.825     0.175     1.000
     2.200     3.000     2.000     2.000     0.902     0.098     1.000
     2.800     2.800     2.000     2.500     0.924     0.076     1.000
     2.200     2.600     1.250     1.750     0.804     0.196     1.000
     3.400     3.000     2.000     2.625     0.906     0.094     1.000
     3.800     2.800     2.000     3.000     0.695     0.305     1.000
     2.000     2.000     2.000     2.000     0.703     0.297     1.000
     3.000     2.000     3.000     1.857     0.335     0.665     2.000
     4.400     2.800     2.250     1.625     0.313     0.687     2.000
     2.800     4.000     1.000     1.500     0.888     0.112     1.000
     1.400     2.000     2.000     3.750     0.330     0.670     2.000
     3.400     4.000     2.000     1.750     0.909     0.091     1.000
     2.800     2.800     1.250     2.750     0.833     0.167     1.000
     2.200     3.000     2.000     2.250     0.896     0.104     1.000
     2.800     3.800     2.500     1.750     0.718     0.282     1.000
     2.400     2.800     3.000     2.375     0.745     0.255     1.000
     2.000     2.400     3.500     2.625     0.403     0.597     2.000
     3.000     2.400     3.000     3.000     0.648     0.352     1.000
     2.800     3.000     2.000     3.125     0.869     0.131     1.000
     3.000     1.600     2.750     2.250     0.134     0.866     2.000
     2.800     2.400     3.000     2.286     0.723     0.277     1.000
     3.000     1.400     2.250     2.625     0.048     0.952     2.000
     2.800     2.800     1.750     2.875     0.890     0.110     1.000
     2.200     2.600     2.000     2.000     0.896     0.104     1.000
     2.600     3.200     3.000     2.750     0.599     0.401     1.000
     2.000     2.200     3.000     2.000     0.661     0.339     1.000
     2.200     2.000     1.000     2.000     0.243     0.757     2.000
     3.600     2.600     3.500     2.250     0.193     0.807     2.000
     3.200     3.000     1.000     2.000     0.876     0.124     1.000
     3.200     3.000     1.500     1.750     0.934     0.066     1.000
     2.000     2.600     2.750     2.000     0.779     0.221     1.000
     3.200     2.600     2.000     2.625     0.857     0.143     1.000
     2.200     2.000     3.000     2.000     0.597     0.403     1.000
     3.400     4.000     2.500     2.750     0.551     0.449     1.000
     2.000     2.600     2.500     1.750     0.819     0.181     1.000
     2.800     3.000     2.000     2.000     0.943     0.057     1.000
     3.400     3.800     1.500     2.000     0.951     0.049     1.000
     3.800     3.000     1.000     1.000     0.694     0.306     1.000
     3.400     3.000     3.000     2.375     0.704     0.296     1.000
     2.600     3.400     1.750     2.875     0.845     0.155     1.000
     3.000     3.800     2.000     2.000     0.901     0.099     1.000
     2.600     3.000     3.000     2.000     0.732     0.268     1.000
     3.000     3.000     2.000     3.000     0.890     0.110     1.000
     1.600     1.000     4.000     2.000     0.010     0.990     2.000
     2.200     2.800     2.000     3.000     0.840     0.160     1.000
     2.600     2.800     2.000     2.750     0.907     0.093     1.000
     4.000     4.000     1.000     1.750     0.948     0.052     1.000
     4.000     4.000     1.000     1.625     0.951     0.049     1.000
     3.400     3.800     2.000     3.000     0.787     0.213     1.000
     3.000     3.000     1.750     2.750     0.915     0.085     1.000
     3.400     3.400     2.000     1.571     0.947     0.053     1.000
     3.000     3.000     2.000     2.000     0.943     0.057     1.000
     2.200     3.000     2.000     3.000     0.813     0.187     1.000
     3.000     3.000     2.000         *     0.927     0.073     1.000
     3.400     4.000     1.000     1.125     0.953     0.047     1.000
     2.500     3.000     2.000     2.000     0.931     0.069     1.000
     2.400     3.000     2.000     2.000     0.924     0.076     1.000
     3.600     4.000     1.500     3.000     0.782     0.218     1.000
     3.400     3.600     1.000     1.625     0.950     0.050     1.000
     3.400     3.000     2.500     1.875     0.880     0.120     1.000
     3.000     2.600     2.000     3.000     0.846     0.154     1.000
         *     2.200     2.500     2.250     0.731     0.269     1.000
     2.800     3.000     2.750     1.750     0.842     0.158     1.000
     3.000     2.800     2.250     1.375     0.887     0.113     1.000
     4.000     3.600     1.000     2.250     0.896     0.104     1.000
     3.400     4.000     1.000     1.500     0.951     0.049     1.000
     3.000     2.800     2.000     2.000     0.928     0.072     1.000
     3.800     4.000     4.000     1.375     0.002     0.998     2.000
     3.200     3.000     2.000     2.000     0.939     0.061     1.000
     3.600     4.000     2.000     1.000     0.911     0.089     1.000
         *     3.800     1.000     1.500     0.915     0.085     1.000
     2.600     3.000     3.000     2.500     0.722     0.278     1.000
     3.200     4.000     1.000     1.000     0.941     0.059     1.000
     2.800     4.000     1.000     1.250     0.893     0.107     1.000
     2.200     3.600     2.500     1.250     0.516     0.484     1.000
     2.200     2.800     1.250     1.750     0.850     0.150     1.000
     4.800     4.000     1.000     1.125     0.862     0.138     1.000
     3.600     3.400     1.000     1.375     0.931     0.069     1.000
     2.600     3.000     2.000     1.750     0.935     0.065     1.000
     1.800     2.400     3.500     1.750     0.250     0.750     2.000
     3.200     3.400     2.500     1.500     0.884     0.116     1.000
     3.200     3.800     2.500     3.500     0.319     0.681     2.000
     3.200     3.200     2.000     2.250     0.943     0.057     1.000
     2.200     3.000     2.000     2.000     0.902     0.098     1.000
     2.000     1.600     1.000     2.750     0.044     0.956     2.000
     2.400     3.000     2.000     2.000     0.924     0.076     1.000
     1.600     1.000     2.000     2.250     0.033     0.967     2.000
     1.000     2.750     2.000     2.000     0.305     0.695     2.000
     2.600     2.200     1.500     1.875     0.669     0.331     1.000
     3.800     3.000     3.000     2.500     0.553     0.447     1.000
     3.000     2.750     2.000     1.125     0.864     0.136     1.000
     2.800     3.400     1.000     2.125     0.909     0.091     1.000
     3.000     3.000     1.500     1.625     0.938     0.062     1.000
     1.400     1.600     4.000     2.375     0.063     0.937     2.000
     2.600     3.000     1.250     1.000     0.878     0.122     1.000
     1.600     2.600     2.000     2.375     0.764     0.236     1.000
     2.400     2.800     1.750     1.875     0.920     0.080     1.000
     3.000     2.800     2.500     2.125     0.896     0.104     1.000
     2.600     2.200     2.000     3.000     0.758     0.242     1.000
     3.200     3.200     1.750     1.875     0.953     0.047     1.000
     3.600     3.000     2.000     1.000     0.839     0.161     1.000
     2.000     3.000     3.000     3.500     0.264     0.736     2.000
     2.800     3.000     2.500     1.500     0.886     0.114     1.000
     2.250     3.200     3.000     1.875     0.536     0.464     1.000
     1.000     1.000     1.000     2.000     0.001     0.999     2.000
     2.800     3.000     2.000     2.125     0.942     0.058     1.000
     2.800     2.400     2.250     2.000     0.855     0.145     1.000
     1.000     1.000     4.000     4.000     0.029     0.971     2.000
     3.000     4.000     1.000         *     0.887     0.113     1.000
     2.800     4.000     1.000     2.250     0.804     0.196     1.000
     1.000     1.000     4.000     3.875     0.032     0.968     2.000
     3.800     3.000     1.000     2.625     0.668     0.332     1.000
     3.200     3.800     1.750     2.143     0.931     0.069     1.000
     2.400     2.800     1.500     2.875     0.845     0.155     1.000
     1.200     1.800     3.250     2.875     0.345     0.655     2.000
     3.200     4.000     1.000     1.375     0.942     0.058     1.000
     2.000     3.400     1.000     1.125     0.709     0.291     1.000
     3.000     4.000     2.000     2.000     0.839     0.161     1.000
     1.400     2.800     1.250     1.625     0.489     0.511     2.000
     3.600     3.800     2.000     2.000     0.931     0.069     1.000
     2.600     3.200     2.250     1.250     0.891     0.109     1.000
     4.000     4.000     1.000     1.375     0.955     0.045     1.000
     3.400     3.200     2.000     1.750     0.943     0.057     1.000
     1.000     1.000     4.000     2.125     0.013     0.987     2.000
     2.000     4.000     1.000     2.250     0.253     0.747     2.000
     2.800     2.000     2.500     1.750     0.534     0.466     1.000
     3.000     3.000     4.000     3.000     0.041     0.959     2.000
     3.000     3.000     2.000     2.000     0.943     0.057     1.000
     2.000     2.600     3.000     1.750     0.638     0.362     1.000
     2.600     3.400     1.000     2.125     0.885     0.115     1.000
     3.200     3.800     1.000     2.750     0.831     0.169     1.000
     1.400     2.000     3.000     2.500     0.532     0.468     1.000
     2.000     1.800     3.000     4.000     0.351     0.649     2.000
     3.600     3.400     2.000     1.000     0.917     0.083     1.000
     3.800     3.400     1.000     1.625     0.918     0.082     1.000
     3.000     3.000     2.500     3.500     0.716     0.284     1.000
     1.400     2.200     2.500     2.750     0.652     0.348     1.000
     3.800     2.800     2.500     3.000     0.637     0.363     1.000
     3.000     2.000     1.250     1.625     0.170     0.830     2.000
     3.000     3.000     2.000     2.000     0.943     0.057     1.000
     1.600     2.600     2.500     1.500     0.641     0.359     1.000
     3.000     2.800     2.000     2.000     0.928     0.072     1.000
     3.000     2.400     2.500     2.750     0.803     0.197     1.000
     3.000     2.600     2.500     2.625     0.861     0.139     1.000
     3.000     4.000     2.750     1.250     0.426     0.574     2.000
     1.400     3.000     4.000     1.750     0.003     0.997     2.000
     2.800     3.000     1.250     2.875     0.845     0.155     1.000
     2.600     2.800     2.750     1.500     0.806     0.194     1.000
     2.600     4.000     2.000     2.000     0.685     0.315     1.000
     2.000     2.400     2.750     1.750     0.744     0.256     1.000
     2.600     2.200     2.000     2.375     0.804     0.196     1.000
     3.000     3.000     1.000     1.500     0.886     0.114     1.000
     2.600     3.000     2.000     1.250     0.914     0.086     1.000
     1.600     1.800     2.500     1.500     0.415     0.585     2.000
     3.400     3.000     2.500     2.625     0.862     0.138     1.000
     4.600     4.000     1.000     1.000     0.904     0.096     1.000
     3.200     3.000     2.000     2.000     0.939     0.061     1.000
     1.800     1.200     3.000     2.000     0.109     0.891     2.000
     1.800     2.600     2.000     2.250     0.834     0.166     1.000
     1.000     2.400     2.250     4.000     0.088     0.912     2.000
     1.600     3.000     1.500     1.125     0.608     0.392     1.000
     1.000     2.400     2.750     4.000     0.075     0.925     2.000
     3.000     2.800     3.000     2.625     0.749     0.251     1.000
     3.000     4.000     2.000     1.000     0.849     0.151     1.000
     3.000     3.000     2.750     2.500     0.845     0.155     1.000
     3.400     3.600     1.250     2.500     0.924     0.076     1.000
     2.800     3.000     2.500     1.875     0.904     0.096     1.000
     2.600     2.800     3.000     2.375     0.768     0.232     1.000
     2.250     2.400     2.500     3.125     0.809     0.191     1.000
     2.600     3.000         *     2.000     0.888     0.112     1.000
         *     2.500         *         *     0.688     0.312     1.000
     1.800     2.400     2.500     2.125     0.798     0.202     1.000
     2.600     2.500     2.500     2.250     0.878     0.122     1.000
     3.600     3.800     2.000     2.000     0.931     0.069     1.000
     2.800     3.000     2.750     3.250     0.718     0.282     1.000
     3.000     3.000     2.000     1.000     0.900     0.100     1.000
     2.600     4.000     1.000     2.125     0.748     0.252     1.000
     1.800     3.000         *         *     0.606     0.394     1.000
     2.200     2.800     2.500     3.125     0.776     0.224     1.000
     3.600     4.000     4.000     1.286     0.002     0.998     2.000
     1.000     2.600     1.000     2.500     0.111     0.889     2.000
     2.000     3.400     3.000     2.375     0.231     0.769     2.000
     2.200     2.400     2.750     1.750     0.772     0.228     1.000
     2.000     2.600     2.250     1.875     0.860     0.140     1.000
     2.200     1.800     2.000     2.375     0.572     0.428     1.000
     2.200     3.400     2.500     2.625     0.612     0.388     1.000
     3.400     4.000     2.000     2.500     0.836     0.164     1.000
     2.600     2.800     2.250     1.375     0.892     0.108     1.000
     3.000     3.400     2.000     2.000     0.944     0.056     1.000
     5.000     2.000     2.500     2.375     0.000     1.000     2.000
     1.400     2.200     2.000     2.000     0.647     0.353     1.000
     4.000     3.000     2.000     3.000     0.691     0.309     1.000
     1.800     1.200     1.250     2.125     0.011     0.989     2.000
     1.000     1.000     1.250     2.875     0.004     0.996     2.000
     3.200     2.400     2.000     2.286     0.787     0.213     1.000
     2.600     2.800     1.750     2.000     0.929     0.071     1.000
     2.600     3.000     1.750     2.500     0.924     0.076     1.000
     3.600     3.000     1.000     1.750     0.826     0.174     1.000
     2.000     2.000     2.000     2.000     0.703     0.297     1.000
     4.000     3.200     1.000     1.000     0.772     0.228     1.000
     2.600     3.000     2.000     2.375     0.929     0.071     1.000
     1.000     3.000     2.000     1.000     0.122     0.878     2.000
     4.200     2.800     2.000     3.000     0.425     0.575     2.000
     3.000     3.000     2.000     2.000     0.943     0.057     1.000
     2.600     3.000     2.000     2.000     0.937     0.063     1.000
     3.400     3.200     1.750     1.750     0.949     0.051     1.000
     3.000     3.000     2.000     2.000     0.943     0.057     1.000
         *     3.400         *         *     0.811     0.189     1.000
     3.000     3.000     2.000     2.000     0.943     0.057     1.000
     3.000     3.000     2.000     2.750     0.917     0.083     1.000
     3.000     3.000     2.000     2.625     0.925     0.075     1.000
     3.800     3.000     2.000     1.625     0.863     0.137     1.000
     3.000     3.000     1.000     2.625     0.826     0.174     1.000
     3.000     3.000     2.000     1.125     0.912     0.088     1.000
     2.200     2.400     1.000     2.250     0.586     0.414     1.000
     2.000     3.000     2.000     2.375     0.847     0.153     1.000
     3.600     2.600     2.500     2.875     0.670     0.330     1.000
     2.800     2.800     3.000     2.375     0.773     0.227     1.000
     2.200     2.400     2.250     2.250     0.874     0.126     1.000
     3.000     2.600     2.000     2.375     0.894     0.106     1.000
     2.400     3.600     1.250     1.125     0.873     0.127     1.000
     3.200     3.000     1.000     1.375     0.871     0.129     1.000
         *     1.600     3.000     3.375     0.317     0.683     2.000
     2.600     2.400     2.250     2.125     0.875     0.125     1.000
     3.000     3.000     2.750     1.875     0.850     0.150     1.000
     2.600     2.800     2.750     2.625     0.841     0.159     1.000
     2.800     3.600     1.000     1.750     0.922     0.078     1.000
     4.000     4.000     1.000     1.625     0.951     0.049     1.000
     3.000     2.600     3.250     1.500     0.447     0.553     2.000
     2.200     3.400     1.000     3.500     0.243     0.757     2.000
     3.200     3.000     2.000     2.000     0.939     0.061     1.000
     3.200     3.000     2.000     2.500     0.927     0.073     1.000
     3.000     3.000     2.250     2.000     0.932     0.068     1.000
     3.000     3.000     2.750     1.750     0.843     0.157     1.000
     2.800     4.000     2.000     2.625     0.630     0.370     1.000
     4.000     4.000     1.000     2.125     0.928     0.072     1.000
     1.500     2.400     2.500     3.250     0.580     0.420     1.000
     2.200     2.400     3.000     3.500     0.596     0.404     1.000
     3.000     3.400     1.000     2.500     0.888     0.112     1.000
     3.400     3.000     2.000     1.125     0.888     0.112     1.000
     2.600     1.800     2.000     2.625     0.471     0.529     2.000
     2.800     3.000     1.250     2.000     0.921     0.079     1.000
     1.400     4.000     1.000     1.500     0.038     0.962     2.000
     2.000     3.600     1.000     2.125     0.583     0.417     1.000
     3.000     3.000     1.000     2.125     0.879     0.121     1.000
     2.200     3.000     2.750     1.875     0.759     0.241     1.000
     1.800     2.200     2.000     2.000     0.771     0.229     1.000
     3.600     4.000     1.750     1.625     0.944     0.056     1.000
     2.600     2.800     2.500     1.500     0.870     0.130     1.000
     3.000     2.800     2.750     2.875     0.813     0.187     1.000
     2.400     3.000     2.750     2.625     0.786     0.214     1.000
     1.800     3.000     2.000     2.857     0.689     0.311     1.000
     4.000     3.000     4.000     2.000     0.013     0.987     2.000
     2.200     3.000     2.000     2.000     0.902     0.098     1.000
     2.000     1.000     2.000     2.000     0.015     0.985     2.000
     1.600     2.000     2.000     1.875     0.624     0.376     1.000
     3.200     3.000     1.750     2.125     0.939     0.061     1.000
     3.600     2.600     2.000     3.375     0.561     0.439     1.000
     1.600     3.800     2.250     1.714     0.094     0.906     2.000
     3.400     1.800     2.500     2.750     0.145     0.855     2.000
     3.400     3.000     2.333     2.000     0.906     0.094     1.000
     2.400     2.800     2.250     1.750     0.906     0.094     1.000
     2.800     3.000     2.000     1.429     0.932     0.068     1.000
     3.200     4.000     2.000     2.000     0.875     0.125     1.000
     3.250     3.200     2.250     1.500     0.925     0.075     1.000
     3.000     4.000     1.000     2.375     0.835     0.165     1.000
     2.000     2.800     1.000     2.125     0.712     0.288     1.000
     3.200     4.000     2.000     2.375     0.830     0.170     1.000
     3.800     3.200     2.000     2.625     0.877     0.123     1.000
     2.400     2.000     2.250     3.125     0.693     0.307     1.000
     2.600     1.000     2.250     2.000     0.006     0.994     2.000
     3.400     3.800     3.000     1.125     0.408     0.592     2.000
     1.600     2.000     2.250     1.000     0.349     0.651     2.000
     2.000     1.200     3.750     2.125     0.034     0.966     2.000
     1.800     1.800     3.000     2.125     0.517     0.483     1.000
     1.600     3.000     1.500     1.714     0.678     0.322     1.000
     2.200     2.400     1.250     2.250     0.726     0.274     1.000
     1.600     2.000     2.750     1.750     0.557     0.443     1.000
     3.000     2.800     2.000     1.000     0.858     0.142     1.000
     3.000     3.000     4.000     2.000     0.046     0.954     2.000
     2.400     2.400     4.000     2.500     0.107     0.893     2.000
     3.800     3.000     2.000     2.500     0.852     0.148     1.000
     2.600     2.800     3.000     3.000     0.702     0.298     1.000
     1.400     1.400     2.000     2.375     0.224     0.776     2.000
     3.400     4.000     2.000     1.125     0.907     0.093     1.000
     3.200     3.000     2.750     1.857     0.839     0.161     1.000
     1.000     1.000     3.000     1.250     0.012     0.988     2.000
     3.400     3.200     2.250     2.125     0.926     0.074     1.000
     1.600     2.000     2.500     1.500     0.533     0.467     1.000
     2.600     2.800     2.000     2.375     0.926     0.074     1.000
     2.800     2.800     2.000     2.625     0.918     0.082     1.000
     3.200     2.600     2.250     2.500     0.861     0.139     1.000
     1.600     2.000     3.750     3.375     0.173     0.827     2.000
     3.400     3.000     2.500     1.000     0.774     0.226     1.000
     3.400     3.000     3.000     1.375     0.607     0.393     1.000
     3.800     3.000     2.000     1.500     0.855     0.145     1.000
     3.000     2.600     2.000     2.125     0.896     0.104     1.000
     3.400     3.000     2.250     1.875     0.913     0.087     1.000
     3.200     1.800     1.250     1.125     0.016     0.984     2.000
     3.400     3.200     1.750     1.125     0.931     0.069     1.000
     2.600     1.800     2.750     3.000     0.514     0.486     1.000
     2.400     3.000     2.750     1.875     0.807     0.193     1.000
     2.800     4.000     1.000     1.429     0.891     0.109     1.000
     1.000     1.000     2.750     1.000     0.007     0.993     2.000
     2.500     2.600     2.000     2.250     0.912     0.088     1.000
     3.400     3.400     1.750     1.000     0.941     0.059     1.000
     1.800     3.000     2.500     2.125     0.695     0.305     1.000
     2.000     2.400     2.750     3.500     0.642     0.358     1.000
     3.400     3.400     1.750     2.375     0.943     0.057     1.000
     2.600     2.800     1.750     2.625     0.910     0.090     1.000
     3.200     3.000     1.750     2.000     0.941     0.059     1.000
     2.800     2.800     2.000     3.125     0.866     0.134     1.000
     2.200     2.600     2.250     1.500     0.856     0.144     1.000
     2.000     4.000     2.500     2.000     0.085     0.915     2.000
     2.400     1.000     1.500     2.000     0.002     0.998     2.000
     1.800     2.000     3.000     2.333     0.630     0.370     1.000
     2.600     3.000     2.750     1.625     0.818     0.182     1.000
     2.200     3.000     1.000     2.250     0.787     0.213     1.000
     2.200     1.800     2.000     3.000     0.546     0.454     1.000
     4.000     4.000     2.250     2.000     0.850     0.150     1.000
     2.500     2.400     2.250     2.750     0.866     0.134     1.000
