     3.400     4.000     2.500     1.429     1.000     1.000
     3.200     3.000     1.750     1.750     1.000     1.000
     3.200     3.000     2.000     2.000     1.000     1.000
     2.600     2.200     2.000     2.375     1.000     1.000
     3.600     2.800     1.000     2.375     1.000     1.000
     3.400     2.000     2.750     3.625     1.000     1.000
     2.800     3.000     2.000     2.375     1.000     1.000
     1.000     1.000     3.250     2.625     1.000     1.000
     2.200     3.400     1.250     3.625     1.000     1.000
     2.600     3.000     2.000     2.750     1.000     1.000
     2.600     4.000     2.000     1.000     1.000     1.000
     2.800     3.000     2.000     1.875     1.000     1.000
         *         *     2.000     1.250     1.000     1.000
     2.200     2.600     2.000     1.000     1.000     1.000
     2.200     2.800     2.000     2.000     1.000     1.000
     3.000     2.600     2.000     2.000     1.000     1.000
     2.250     3.200     2.000     2.000     1.000     1.000
     1.000     1.600     1.750         *     1.000     1.000
     2.600     1.000     1.500     2.375     1.000     1.000
     1.600     2.400     2.000     2.000     1.000     1.000
     3.500     2.800     2.250     2.000     1.000     1.000
     3.400     2.800     1.750     2.125     1.000     1.000
     1.800     3.000         *     2.500     1.000     1.000
     3.000     3.000     2.000     1.875     1.000     1.000
     2.400     2.800     2.750     2.375     1.000     1.000
     4.800     2.800     1.500     2.500     1.000     1.000
     2.800     2.800     2.000     1.375     1.000     1.000
     2.600     2.000     1.000     1.750     1.000     1.000
     3.000     3.000     4.000     2.000     1.000     1.000
     2.800     2.600     2.000     2.000     1.000     1.000
     1.400     2.000     2.750     2.125     1.000     1.000
         *         *     1.000         *     1.000     1.000
     3.000     2.800     2.000     2.000     1.000     1.000
     2.600     2.000     2.750     2.750     1.000     1.000
     2.600     3.000     3.000     1.875     1.000     1.000
     3.200     2.400     2.000     2.143     1.000     1.000
     3.000     3.000     2.500     1.500     1.000     1.000
     3.000     2.000     2.000     4.000     1.000     1.000
     4.400     1.400     4.000     2.375     1.000     1.000
     3.000     2.600     2.000     2.375     1.000     1.000
     2.600     3.000     2.000     2.500     1.000     1.000
     2.400     3.200     1.000     2.375     1.000     1.000
     2.200     3.000     2.000     2.000     1.000     1.000
     2.800     2.800     2.000     2.500     1.000     1.000
     2.200     2.600     1.250     1.750     1.000     1.000
     3.400     3.000     2.000     2.625     1.000     1.000
     3.800     2.800     2.000     3.000     1.000     1.000
     2.000     2.000     2.000     2.000     1.000     1.000
     3.000     2.000     3.000     1.857     1.000     1.000
     4.400     2.800     2.250     1.625     1.000     1.000
     2.800     4.000     1.000     1.500     1.000     1.000
     1.400     2.000     2.000     3.750     1.000     1.000
     3.400     4.000     2.000     1.750     1.000     1.000
     2.800     2.800     1.250     2.750     1.000     1.000
     2.200     3.000     2.000     2.250     1.000     1.000
     2.800     3.800     2.500     1.750     1.000     1.000
     2.400     2.800     3.000     2.375     1.000     1.000
     2.000     2.400     3.500     2.625     1.000     1.000
     3.000     2.400     3.000     3.000     1.000     1.000
     2.800     3.000     2.000     3.125     1.000     1.000
     3.000     1.600     2.750     2.250     1.000     1.000
     2.800     2.400     3.000     2.286     1.000     1.000
     3.000     1.400     2.250     2.625     1.000     1.000
     2.800     2.800     1.750     2.875     1.000     1.000
     2.200     2.600     2.000     2.000     1.000     1.000
     2.600     3.200     3.000     2.750     1.000     1.000
     2.000     2.200     3.000     2.000     1.000     1.000
     2.200     2.000     1.000     2.000     1.000     1.000
     3.600     2.600     3.500     2.250     1.000     1.000
     3.200     3.000     1.000     2.000     1.000     1.000
     3.200     3.000     1.500     1.750     1.000     1.000
     2.000     2.600     2.750     2.000     1.000     1.000
     3.200     2.600     2.000     2.625     1.000     1.000
     2.200     2.000     3.000     2.000     1.000     1.000
     3.400     4.000     2.500     2.750     1.000     1.000
     2.000     2.600     2.500     1.750     1.000     1.000
     2.800     3.000     2.000     2.000     1.000     1.000
     3.400     3.800     1.500     2.000     1.000     1.000
     3.800     3.000     1.000     1.000     1.000     1.000
     3.400     3.000     3.000     2.375     1.000     1.000
     2.600     3.400     1.750     2.875     1.000     1.000
     3.000     3.800     2.000     2.000     1.000     1.000
     2.600     3.000     3.000     2.000     1.000     1.000
     3.000     3.000     2.000     3.000     1.000     1.000
     1.600     1.000     4.000     2.000     1.000     1.000
     2.200     2.800     2.000     3.000     1.000     1.000
     2.600     2.800     2.000     2.750     1.000     1.000
     4.000     4.000     1.000     1.750     1.000     1.000
     4.000     4.000     1.000     1.625     1.000     1.000
     3.400     3.800     2.000     3.000     1.000     1.000
     3.000     3.000     1.750     2.750     1.000     1.000
     3.400     3.400     2.000     1.571     1.000     1.000
     3.000     3.000     2.000     2.000     1.000     1.000
     2.200     3.000     2.000     3.000     1.000     1.000
     3.000     3.000     2.000         *     1.000     1.000
     3.400     4.000     1.000     1.125     1.000     1.000
     2.500     3.000     2.000     2.000     1.000     1.000
     2.400     3.000     2.000     2.000     1.000     1.000
     3.600     4.000     1.500     3.000     1.000     1.000
     3.400     3.600     1.000     1.625     1.000     1.000
     3.400     3.000     2.500     1.875     1.000     1.000
     3.000     2.600     2.000     3.000     1.000     1.000
         *     2.200     2.500     2.250     1.000     1.000
     2.800     3.000     2.750     1.750     1.000     1.000
     3.000     2.800     2.250     1.375     1.000     1.000
     4.000     3.600     1.000     2.250     1.000     1.000
     3.400     4.000     1.000     1.500     1.000     1.000
     3.000     2.800     2.000     2.000     1.000     1.000
     3.800     4.000     4.000     1.375     1.000     1.000
     3.200     3.000     2.000     2.000     1.000     1.000
     3.600     4.000     2.000     1.000     1.000     1.000
         *     3.800     1.000     1.500     1.000     1.000
     2.600     3.000     3.000     2.500     1.000     1.000
     3.200     4.000     1.000     1.000     1.000     1.000
     2.800     4.000     1.000     1.250     1.000     1.000
     2.200     3.600     2.500     1.250     1.000     1.000
     2.200     2.800     1.250     1.750     1.000     1.000
     4.800     4.000     1.000     1.125     1.000     1.000
     3.600     3.400     1.000     1.375     1.000     1.000
     2.600     3.000     2.000     1.750     1.000     1.000
     1.800     2.400     3.500     1.750     1.000     1.000
     3.200     3.400     2.500     1.500     1.000     1.000
     3.200     3.800     2.500     3.500     1.000     1.000
     3.200     3.200     2.000     2.250     1.000     1.000
     2.200     3.000     2.000     2.000     1.000     1.000
     2.000     1.600     1.000     2.750     1.000     1.000
     2.400     3.000     2.000     2.000     1.000     1.000
     1.600     1.000     2.000     2.250     1.000     1.000
     1.000     2.750     2.000     2.000     1.000     1.000
     2.600     2.200     1.500     1.875     1.000     1.000
     3.800     3.000     3.000     2.500     1.000     1.000
     3.000     2.750     2.000     1.125     1.000     1.000
     2.800     3.400     1.000     2.125     1.000     1.000
     3.000     3.000     1.500     1.625     1.000     1.000
     1.400     1.600     4.000     2.375     1.000     1.000
     2.600     3.000     1.250     1.000     1.000     1.000
     1.600     2.600     2.000     2.375     1.000     1.000
     2.400     2.800     1.750     1.875     1.000     1.000
     3.000     2.800     2.500     2.125     1.000     1.000
     2.600     2.200     2.000     3.000     1.000     1.000
     3.200     3.200     1.750     1.875     1.000     1.000
     3.600     3.000     2.000     1.000     1.000     1.000
     2.000     3.000     3.000     3.500     1.000     1.000
     2.800     3.000     2.500     1.500     1.000     1.000
     2.250     3.200     3.000     1.875     1.000     1.000
     1.000     1.000     1.000     2.000     1.000     1.000
     2.800     3.000     2.000     2.125     1.000     1.000
     2.800     2.400     2.250     2.000     1.000     1.000
     1.000     1.000     4.000     4.000     1.000     1.000
     3.000     4.000     1.000         *     1.000     1.000
     2.800     4.000     1.000     2.250     1.000     1.000
     1.000     1.000     4.000     3.875     1.000     1.000
     3.800     3.000     1.000     2.625     1.000     1.000
     3.200     3.800     1.750     2.143     1.000     1.000
     2.400     2.800     1.500     2.875     1.000     1.000
     1.200     1.800     3.250     2.875     1.000     1.000
     3.200     4.000     1.000     1.375     1.000     1.000
     2.000     3.400     1.000     1.125     1.000     1.000
     3.000     4.000     2.000     2.000     1.000     1.000
     1.400     2.800     1.250     1.625     1.000     1.000
     3.600     3.800     2.000     2.000     1.000     1.000
     2.600     3.200     2.250     1.250     1.000     1.000
     4.000     4.000     1.000     1.375     1.000     1.000
     3.400     3.200     2.000     1.750     1.000     1.000
     1.000     1.000     4.000     2.125     1.000     1.000
     2.000     4.000     1.000     2.250     1.000     1.000
     2.800     2.000     2.500     1.750     1.000     1.000
     3.000     3.000     4.000     3.000     1.000     1.000
     3.000     3.000     2.000     2.000     1.000     1.000
     2.000     2.600     3.000     1.750     1.000     1.000
     2.600     3.400     1.000     2.125     1.000     1.000
     3.200     3.800     1.000     2.750     1.000     1.000
     1.400     2.000     3.000     2.500     1.000     1.000
     2.000     1.800     3.000     4.000     1.000     1.000
     3.600     3.400     2.000     1.000     1.000     1.000
     3.800     3.400     1.000     1.625     1.000     1.000
     3.000     3.000     2.500     3.500     1.000     1.000
     1.400     2.200     2.500     2.750     1.000     1.000
     3.800     2.800     2.500     3.000     1.000     1.000
     3.000     2.000     1.250     1.625     1.000     1.000
     3.000     3.000     2.000     2.000     1.000     1.000
     1.600     2.600     2.500     1.500     1.000     1.000
     3.000     2.800     2.000     2.000     1.000     1.000
     3.000     2.400     2.500     2.750     1.000     1.000
     3.000     2.600     2.500     2.625     1.000     1.000
     3.000     4.000     2.750     1.250     1.000     1.000
     1.400     3.000     4.000     1.750     1.000     1.000
     2.800     3.000     1.250     2.875     1.000     1.000
     2.600     2.800     2.750     1.500     1.000     1.000
     2.600     4.000     2.000     2.000     1.000     1.000
     2.000     2.400     2.750     1.750     1.000     1.000
     2.600     2.200     2.000     2.375     1.000     1.000
     3.000     3.000     1.000     1.500     1.000     1.000
     2.600     3.000     2.000     1.250     1.000     1.000
     1.600     1.800     2.500     1.500     1.000     1.000
     3.400     3.000     2.500     2.625     1.000     1.000
     4.600     4.000     1.000     1.000     1.000     1.000
     3.200     3.000     2.000     2.000     1.000     1.000
     1.800     1.200     3.000     2.000     1.000     1.000
     1.800     2.600     2.000     2.250     1.000     1.000
     1.000     2.400     2.250     4.000     1.000     1.000
     1.600     3.000     1.500     1.125     1.000     1.000
     1.000     2.400     2.750     4.000     1.000     1.000
     3.000     2.800     3.000     2.625     1.000     1.000
     3.000     4.000     2.000     1.000     1.000     1.000
     3.000     3.000     2.750     2.500     1.000     1.000
     3.400     3.600     1.250     2.500     1.000     1.000
     2.800     3.000     2.500     1.875     1.000     1.000
     2.600     2.800     3.000     2.375     1.000     1.000
     2.250     2.400     2.500     3.125     1.000     1.000
     2.600     3.000         *     2.000     1.000     1.000
         *     2.500         *         *     1.000     1.000
     1.800     2.400     2.500     2.125     1.000     1.000
     2.600     2.500     2.500     2.250     1.000     1.000
     3.600     3.800     2.000     2.000     1.000     1.000
     2.800     3.000     2.750     3.250     1.000     1.000
     3.000     3.000     2.000     1.000     1.000     1.000
     2.600     4.000     1.000     2.125     1.000     1.000
     1.800     3.000         *         *     1.000     1.000
     2.200     2.800     2.500     3.125     1.000     1.000
     3.600     4.000     4.000     1.286     1.000     1.000
     1.000     2.600     1.000     2.500     1.000     1.000
     2.000     3.400     3.000     2.375     1.000     1.000
     2.200     2.400     2.750     1.750     1.000     1.000
     2.000     2.600     2.250     1.875     1.000     1.000
     2.200     1.800     2.000     2.375     1.000     1.000
     2.200     3.400     2.500     2.625     1.000     1.000
     3.400     4.000     2.000     2.500     1.000     1.000
     2.600     2.800     2.250     1.375     1.000     1.000
     3.000     3.400     2.000     2.000     1.000     1.000
     5.000     2.000     2.500     2.375     1.000     1.000
     1.400     2.200     2.000     2.000     1.000     1.000
     4.000     3.000     2.000     3.000     1.000     1.000
     1.800     1.200     1.250     2.125     1.000     1.000
     1.000     1.000     1.250     2.875     1.000     1.000
     3.200     2.400     2.000     2.286     1.000     1.000
     2.600     2.800     1.750     2.000     1.000     1.000
     2.600     3.000     1.750     2.500     1.000     1.000
     3.600     3.000     1.000     1.750     1.000     1.000
     2.000     2.000     2.000     2.000     1.000     1.000
     4.000     3.200     1.000     1.000     1.000     1.000
     2.600     3.000     2.000     2.375     1.000     1.000
     1.000     3.000     2.000     1.000     1.000     1.000
     4.200     2.800     2.000     3.000     1.000     1.000
     3.000     3.000     2.000     2.000     1.000     1.000
     2.600     3.000     2.000     2.000     1.000     1.000
     3.400     3.200     1.750     1.750     1.000     1.000
     3.000     3.000     2.000     2.000     1.000     1.000
         *     3.400         *         *     1.000     1.000
     3.000     3.000     2.000     2.000     1.000     1.000
     3.000     3.000     2.000     2.750     1.000     1.000
     3.000     3.000     2.000     2.625     1.000     1.000
     3.800     3.000     2.000     1.625     1.000     1.000
     3.000     3.000     1.000     2.625     1.000     1.000
     3.000     3.000     2.000     1.125     1.000     1.000
     2.200     2.400     1.000     2.250     1.000     1.000
     2.000     3.000     2.000     2.375     1.000     1.000
     3.600     2.600     2.500     2.875     1.000     1.000
     2.800     2.800     3.000     2.375     1.000     1.000
     2.200     2.400     2.250     2.250     1.000     1.000
     3.000     2.600     2.000     2.375     1.000     1.000
     2.400     3.600     1.250     1.125     1.000     1.000
     3.200     3.000     1.000     1.375     1.000     1.000
         *     1.600     3.000     3.375     1.000     1.000
     2.600     2.400     2.250     2.125     1.000     1.000
     3.000     3.000     2.750     1.875     1.000     1.000
     2.600     2.800     2.750     2.625     1.000     1.000
     2.800     3.600     1.000     1.750     1.000     1.000
     4.000     4.000     1.000     1.625     1.000     1.000
     3.000     2.600     3.250     1.500     1.000     1.000
     2.200     3.400     1.000     3.500     1.000     1.000
     3.200     3.000     2.000     2.000     1.000     1.000
     3.200     3.000     2.000     2.500     1.000     1.000
     3.000     3.000     2.250     2.000     1.000     1.000
     3.000     3.000     2.750     1.750     1.000     1.000
     2.800     4.000     2.000     2.625     1.000     1.000
     4.000     4.000     1.000     2.125     1.000     1.000
     1.500     2.400     2.500     3.250     1.000     1.000
     2.200     2.400     3.000     3.500     1.000     1.000
     3.000     3.400     1.000     2.500     1.000     1.000
     3.400     3.000     2.000     1.125     1.000     1.000
     2.600     1.800     2.000     2.625     1.000     1.000
     2.800     3.000     1.250     2.000     1.000     1.000
     1.400     4.000     1.000     1.500     1.000     1.000
     2.000     3.600     1.000     2.125     1.000     1.000
     3.000     3.000     1.000     2.125     1.000     1.000
     2.200     3.000     2.750     1.875     1.000     1.000
     1.800     2.200     2.000     2.000     1.000     1.000
     3.600     4.000     1.750     1.625     1.000     1.000
     2.600     2.800     2.500     1.500     1.000     1.000
     3.000     2.800     2.750     2.875     1.000     1.000
     2.400     3.000     2.750     2.625     1.000     1.000
     1.800     3.000     2.000     2.857     1.000     1.000
     4.000     3.000     4.000     2.000     1.000     1.000
     2.200     3.000     2.000     2.000     1.000     1.000
     2.000     1.000     2.000     2.000     1.000     1.000
     1.600     2.000     2.000     1.875     1.000     1.000
     3.200     3.000     1.750     2.125     1.000     1.000
     3.600     2.600     2.000     3.375     1.000     1.000
     1.600     3.800     2.250     1.714     1.000     1.000
     3.400     1.800     2.500     2.750     1.000     1.000
     3.400     3.000     2.333     2.000     1.000     1.000
     2.400     2.800     2.250     1.750     1.000     1.000
     2.800     3.000     2.000     1.429     1.000     1.000
     3.200     4.000     2.000     2.000     1.000     1.000
     3.250     3.200     2.250     1.500     1.000     1.000
     3.000     4.000     1.000     2.375     1.000     1.000
     2.000     2.800     1.000     2.125     1.000     1.000
     3.200     4.000     2.000     2.375     1.000     1.000
     3.800     3.200     2.000     2.625     1.000     1.000
     2.400     2.000     2.250     3.125     1.000     1.000
     2.600     1.000     2.250     2.000     1.000     1.000
     3.400     3.800     3.000     1.125     1.000     1.000
     1.600     2.000     2.250     1.000     1.000     1.000
     2.000     1.200     3.750     2.125     1.000     1.000
     1.800     1.800     3.000     2.125     1.000     1.000
     1.600     3.000     1.500     1.714     1.000     1.000
     2.200     2.400     1.250     2.250     1.000     1.000
     1.600     2.000     2.750     1.750     1.000     1.000
     3.000     2.800     2.000     1.000     1.000     1.000
     3.000     3.000     4.000     2.000     1.000     1.000
     2.400     2.400     4.000     2.500     1.000     1.000
     3.800     3.000     2.000     2.500     1.000     1.000
     2.600     2.800     3.000     3.000     1.000     1.000
     1.400     1.400     2.000     2.375     1.000     1.000
     3.400     4.000     2.000     1.125     1.000     1.000
     3.200     3.000     2.750     1.857     1.000     1.000
     1.000     1.000     3.000     1.250     1.000     1.000
     3.400     3.200     2.250     2.125     1.000     1.000
     1.600     2.000     2.500     1.500     1.000     1.000
     2.600     2.800     2.000     2.375     1.000     1.000
     2.800     2.800     2.000     2.625     1.000     1.000
     3.200     2.600     2.250     2.500     1.000     1.000
     1.600     2.000     3.750     3.375     1.000     1.000
     3.400     3.000     2.500     1.000     1.000     1.000
     3.400     3.000     3.000     1.375     1.000     1.000
     3.800     3.000     2.000     1.500     1.000     1.000
     3.000     2.600     2.000     2.125     1.000     1.000
     3.400     3.000     2.250     1.875     1.000     1.000
     3.200     1.800     1.250     1.125     1.000     1.000
     3.400     3.200     1.750     1.125     1.000     1.000
     2.600     1.800     2.750     3.000     1.000     1.000
     2.400     3.000     2.750     1.875     1.000     1.000
     2.800     4.000     1.000     1.429     1.000     1.000
     1.000     1.000     2.750     1.000     1.000     1.000
     2.500     2.600     2.000     2.250     1.000     1.000
     3.400     3.400     1.750     1.000     1.000     1.000
     1.800     3.000     2.500     2.125     1.000     1.000
     2.000     2.400     2.750     3.500     1.000     1.000
     3.400     3.400     1.750     2.375     1.000     1.000
     2.600     2.800     1.750     2.625     1.000     1.000
     3.200     3.000     1.750     2.000     1.000     1.000
     2.800     2.800     2.000     3.125     1.000     1.000
     2.200     2.600     2.250     1.500     1.000     1.000
     2.000     4.000     2.500     2.000     1.000     1.000
     2.400     1.000     1.500     2.000     1.000     1.000
     1.800     2.000     3.000     2.333     1.000     1.000
     2.600     3.000     2.750     1.625     1.000     1.000
     2.200     3.000     1.000     2.250     1.000     1.000
     2.200     1.800     2.000     3.000     1.000     1.000
     4.000     4.000     2.250     2.000     1.000     1.000
     2.500     2.400     2.250     2.750     1.000     1.000
     1.800     2.000     2.000     3.500     1.000     1.000
     2.400     3.000     1.000     2.500     1.000     1.000
     2.800     3.800     2.500     2.500     1.000     1.000
